train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
1325,SWDEV-91551,vmahalak,Driver fails to install on Baffin desktop and mobile configurations,12:00.0,Closed,P1 (Gating),Critical,Rejected - Unable to Reproduce,,,16.2,Yes,172591,2673860,INF/Build/Packaging,IV,CQE Escape,,Sanity,ASIC            : Baffin Desktop (67FF) OS               :  Win10-64 OS Driver          : ? \\hydincbt03\build\1604051900\image\16.20\16.20_BR230356? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver through setup from above path and notice the issue Expected Result : Driver should install without any issue ??Actual Result: Driver fails to install with both inf and setup. Attached screen shot for the same   Regression: ???1604051900 --> Fail 1604041900 --> Pass Observations: When we are trying to install driver through inf it is observed that 67FF-C8 is not listed due to which driver installation is not happening. Where as with passed build we are able to see 67FF-C8. Observing the same issue across all Baffin mobile and desktop configurations irrespective of OS. Bios used : Baffin Desktop: C9810100.021 ??Baffin Mobile :  C9800100.017 ??Even with old Bios issue is reproduced. System Configuration : CPU                : AMD FX(tm)-4100 Quad Core Processor Sys Mem         :  16330 ASIC                : Baffin Desktop ( 67FF) ?Chipset            :  m5a99x-evo? OS                   : Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO ) Adding Regression Data:     Regression Data: 1. Bristol Ridge B10 45W+ Baffin (PX) + Redstone (10.0.14308)  + 16.20-wNxt-160321n-287260E-ATI  > Failed 2.  Bristol Ridge B10 45W+ Baffin (HG) + Redstone (10.0.14308)  + 16.20-wNxt-160321n-287260E-ATI  > Passed 3. Bristol Ridge B10 45W+ Baffin (PX) + Win10 TH2 (10586)  + 16.20-wNxt-160321n-287260E-ATI      > Failed ??
1326,SWDEV-91557,pbvemula,[Dumps] [0xc4_62_VRF_LEAKED_POOL_IMAGE_atikmdag.sys],14:00.0,Opened,P2 (Must Solve),High,,,,16.2,No,,2674690,Stress,IV,CQE Escape,,Stress,"Description: Issue : 0xc4_62_VRF_LEAKED_POOL_IMAGE_atikmdag.sys Resolution: Likely ATI Issue OS:Windows 10 64 bit 586 Image,Winblue 64 bit Configurations : Host_Name(ASIC) Repro count on Machine HY-IN-IVT10-104 (VI HAWAII)(67B9)(VI HAWAII)(67B9)(crosshair-iv-formula) (AMD Phenom(tm) II X6 1055T Processor 2809 MHz)(8191) 1 HY-IN-IVT5-24 (FUSION KAVERI SPOOKY)(130B)(SI HEATHROW CHELSEA)(682B)(ballina) (AMD A6 PRO-7050B R4, 5 Compute Cores 2C+3G 2200 MHz)(3559) 1 HY-IN-IVT5-63 (SI TAHITI)(6798)(SI TAHITI)(6798)(f2a85xm-d3h) (UNKNOWN 0 MHz)(8140) 1 HY-IN-KMD3-03 (AI BAFFIN)(67FF)()(0)(b85m-g43--ms-7823-) (UNKNOWN 0 MHz)(16313) 1 HY-IN-KMD3-05 (FUSION STONEY)(98E4)()(0)(gardenia-st) (AMD Eng Sample: 2M2101AFY23AC_27/21/10/05_98E4 2100 MHz)(3989) 2 HY-IN-KMD3-07 (AI ELLESMERE)(67DF)()(0)(970a-g43--ms-7693-) (UNKNOWN 0 MHz)(16333) 3 HY-IN-KMD3-09 (PI FIJI)(7300)()(0)(x99-pro) (Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz 3301 MHz)(16285) 10 HY-IN-KMD3-11 (VI TONGA)(6939)()(0)(h97-plus) (UNKNOWN 0 MHz)(16327) 12 HY-IN-KMD3-12 (VI TONGA)(6939)()(0)(h97-plus) (Intel(R) Core(TM) i5-4690K CPU @ 3.50GHz 3501 MHz)(16326) 3 HY-IN-KMD3-13 (FUSION CARRIZO)(9874)()(9840)(myrtle) (AMD Eng Sample: 2D23E1ASM23AB_28/23/13/07_9874 2300 MHz)(7648) 2 HY-IN-KMD3-14 (FUSION CARRIZO)(9874)()(0)(myrtle) (AMD Eng Sample: 2D31E1AHM44AB_37/31/13/07_9874 3100 MHz)(15843) 2 HY-IN-KMD3-15 (FUSION CARRIZO)(9874)()(0)(gardenia) (UNKNOWN 0 MHz)(3555) 3 HY-IN-KMD3-17 (CI BONAIRE)(6658)()(0)(b75m-d3h) (UNKNOWN 0 MHz)(16328) 3 HY-IN-KMD3-18 (CI BONAIRE)(665C)()(0)(b85m-g43--ms-7823-) (UNKNOWN 0 MHz)(16313) 5 HY-IN-KMD3-23 (FUSION KAVERI SPECTRE)(1315)()(0)(a88xm-gaming--ms-7903-) (AMD A6-7400K Radeon R5, 6 Compute Cores 2C+4G 3500 MHz)(15300) 4 HY-IN-KMD3-25 (FUSION KAVERI SPECTRE)(1318)()(0)(ballina) (AMD Eng Sample: ZM187094H4468_30/18/12/05_1318h 1800 MHz)(3556) 5 HY-IN-KMD3-26 (FUSION KAVERI SPECTRE)(130E)()(0)(ballina) (UNKNOWN 0 MHz)(3556) 10 HY-IN-KMD3-29 (FUSION KABINI)(9832)()(0)(larne) (UNKNOWN 0 MHz)(3549) 4 HY-IN-KMD3-32 (SI TAHITI)(679A)()(0)(b75m-d3h) (UNKNOWN 0 MHz)(16328) 5 HY-IN-KMD3-34 (SI CAPE VERDE)(683D)()(0)(b75m-d3h) (UNKNOWN 0 MHz)(16328) 1 HY-IN-KMD3-36 (SI HEATHROW CHELSEA)(682B)()(0)(b85m-g43--ms-7823-) (UNKNOWN 0 MHz)(8121) 7 HY-IN-KMD3-38 (CI MARS)(6601)()(0)(970a-g43--ms-7693-) (UNKNOWN 0 MHz)(16333) 1 HY-IN-KMD3-51 (CI SATURN)(6640)(FUSION KABINI)(9832)(larne) (AMD Eng Sample: ZM151178J4460_00/15/08/04_9832 1500 MHz)(3549) 1 HY-IN-KMD3-52 (CI MARS)(6600)(FUSION KABINI)(9832)(larne) (UNKNOWN 0 MHz)(3552) 1 HY-IN-KMD3-55 (VI TOPAZ)(6900)(FUSION CARRIZO)(9874)(80b5) (UNKNOWN 0 MHz)(7629) 2 R6-IN-PVT1-08 (VI TONGA)(6939)()(0)(msi-x58-pro--ms-7522-) (Intel(R) Core(TM) i7 CPU 965 @ 3.20GHz 3201 MHz)(6136) 7 R6-IN-PVT2-04 (VI HAWAII)(67B9)(VI HAWAII)(67B9)(crosshair-iv-formula) (AMD Phenom(tm) II X6 1090T Processor 3211 MHz)(8191) 2 R6-IN-PVT2-19 (VI TOPAZ)(6900)(FUSION CARRIZO)(9874)(80b5) (UNKNOWN 0 MHz)(7629) 49 R6-IN-PVT3-01 (VI HAWAII)(67B0)(VI HAWAII)(67B0)(x79a-gd45--ms-7735-) (UNKNOWN 0 MHz)(8146) 5 R6-IN-PVT3-05 (PI FIJI)(7300)()(0)(x79s-up5) (UNKNOWN 0 MHz)(8111) 1 R6-IN-PVT3-07 (SI TAHITI)(679A)()(0)(p6x58d-premium) (Intel(R) Core(TM) i7 CPU X 980 @ 3.33GHz 3334 MHz)(8184) 1 R6-IN-PVT3-14 (CI KICKER)(665F)()(0)(790fx-gd70-ms-7577-) (AMD Phenom(tm) II X4 955 Processor 3200 MHz)(8190) 44 R6-IN-PVT3-17 (FUSION KAVERI SPECTRE)(130A)(SI HEATHROW CHELSEA)(682B)(ballina) (UNKNOWN 0 MHz)(3559)   Driver Count kmd_cqe-KMD_CQE-1603161600 14 kmd-1224258 13 kmd-1220259 22 kmd-1219237 4 bg_cqe-BG_CQE-1603151600 33 6.3.9600.16384 1 16.20-160322a-300774E-ATI 1 16.15-160314n-299106E-ATI 1 16.15-160216a-299474E-ATI 1 16.15-160126a-298813E-ATI 2 16.15-151229a-297870E-ATI 1 16.15-151222a-297773E-ATI 2 16.15-151208a-297342E-ATI 2 16.15-151201a-297068E-ATI 1 16.10-160125a-298770E-ATI 3 16.10-160112a-298271E-ATI 1 16.10-160105a-298017E-ATI 2 16.10-151215a-297581E-ATI 3 16.10-151209a-297380E-ATI 1 16.10-151103a-296060E-ATI 1 15.301.1201-151223a-297971C 3 15.30-151117a-296595E-ATI 39 15.30-150908a-189075E-ATI 1 15.30-150904a1-188992E-ATI 2 15.30-150903a-188944E-ATI 4 15.30-150815n-021649E-ATI 1 15.20-150721a-187011E-ATI 43 Impact : Observed  on SI ,CI,VI,PI,AI ELLESMERE, BAFFIN,FUSION STONEY,FUSION CARRIZO, Observed on : 15.30, 16.10,16.15,16.20 Resolution: ATI Issue ??Note:Debugging Details are shared in attachment.? Dumps: \\hydinlogs01\coredmp$\R6-IN-PVT2\R6-IN-PVT2-04\F2016-04-05-03#58#00#774_147856.7z \\hydinlogs01\coredmp$\R6-IN-PVT3\R6-IN-PVT3-01\F2016-03-24-12#42#49#852_2674690.7z \\hydinlogs01\coredmp$\HY-IN-KMD3\HY-IN-KMD3-55\F2016-03-17-12#44#54#157_145726.7z \\hydinlogs01\coredmp$\HY-IN-KMD3\HY-IN-KMD3-29\F2016-03-17-12#40#00#252_60349.7z      "
1327,SWDEV-91568,rnayak,[IV][Win10_64bit]Hard hang observed during running 3Dmark ballboa (Firestrike) subtest,16:00.0,Closed,P1 (Gating),High,Workaround,Apr 6 2016 6:42PM,,16.2,No,172591,145162,Base Graphics Driver Triage,IV,CQE Escape,,Performance,"Configuration ---------------------------------- 64 bit ====== CPU:AMD Eng Sample:2M18D003J4469_24/18/10/07_9851 1.80GHz OS : Win10-64bit ,10568.th2 Chipset    larne-ml ASIC : FUSION BEEMA Device ID : 9851   Build Location : \\hydincbt03\build\1604051900\image\16.20\16.20_BR230356 Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said driver - Install the 3Dmark-> Test set: NPI_3D_Inst_3DMark  - Run firestrike through TACC or manual to observ the Hard hang    Expected: --------------- Firestrike should run properly with apropriate results Actual: ----------- Hard hang observed during running Firestrike benchmark Regression: ------------------ 16.20-160404n-230356E-ATI - PASS 16.20-160405n-230356E-ATI - FAIL   Triaging -------- After swapping atikmdag.sys file from passing build (16.20-160404n-230356E-ATI) to failling build (16.20-160405n-230356E-ATI) Hard hang didn't observed NOTE ---------- FUSION BEEMA is not listed in 'program'  ?"
1328,SWDEV-91573,vmahalak,BSOD observed during execution of TA_PX_Sanity check over Stoney PX configuration on Win10-64 OS,45:00.0,Closed,P2 (Must Solve),High,Fixed,Apr 6 2016 5:35PM,16.2,16.2,No,172591,2674033,DAL Triage,IV,CQE Escape,,Sanity,ASIC            : Stoney PX ( 98E4+ VI Meso (6900)) OS               :  Win10-64 OS Driver          : ?\\amd.com\SWBLDS\DEVONLY\build\1604051900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver through setup from above path and run TA_PX_Sanity Check test and notice the issue ?3. Run the test-set TA_Px_Sanity_check (test id: 2674033??) 4. Make sure you enable PX feature in bios and install SDK ( PVInst_DXSDK_Jun10 ) before running the test-case Expected Result : System should run smoothly without observing any BSOD ??Actual Result: BSOD is observed during execution of TA_PX_Sanity check test case   Regression: ???1604051900 --> Fail 1604041900 --> Fail 1604031900 --> Pass dump analysis: ???on analysing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING:  km:0xd5_vrf_r_invalid_atikmdag!dataedidlink::issameedid ??attached dump @: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-04\F2016-04-05-18#56#41#672_2674033.7z \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-04\F2016-04-05-13#17#41#107_2674033.7z Note: attached dump file System Configuration : CPU                : AMD Eng Sample: 2M2901AFY23AC_35/29/11/06_98e4 2.90GHz? Sys Mem         : 4 GB ASIC                : Stoney PX ( 98E4+ VI Meso (6900)) ?Chipset            : gardenia-st? OS                   :  Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO)
1329,SWDEV-91583,rnayak,[IV][Win7_64bit][TONGA] System hang observed during running Unigine heaven DX11 config 2,03:00.0,Closed,P2 (Must Solve),High,Rejected - Unable to Reproduce,,,16.2,No,172591,142829,Base Graphics Driver Triage,IV,CQE Escape,,Performance,"Configuration ---------------------------------- 64 bit ====== CPU:AMD A10-6800K APU with Radeon(tm) HD Graphics OS : Win7-64bit ,I image Chipset    a88xm-e35--ms-7721- ASIC : VI TONGA Device ID : 6939   Build Location : \\hydincbt03\build\1604051900\image\16.20\16.20_BR230356 Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said driver - Install Unigine heaven 4.0-> Test set:  NPI_3D_Inst_Heaven4  - Run Unigine heaven DX11 config 2 through TACC or manual to obserc system hang - for Manual set the parameter - Quality = Ultra                                  tesseletion = Extreame                                  AA          = x4                                  Resolution  = 1920*1080    Expected: --------------- Unigine heaven DX11 config 2 should run properly with apropriate results Actual: ----------- system hang  observed during running Unigine heaven DX11 config 2 benchmark Regression: ------------------ 16.20-160404n-230356E-ATI - PASS 16.20-160405n-230356E-ATI - FAIL    "
1330,SWDEV-91588,skubra,Observing soft hang on VIHAWAII while running TDR tests,32:00.0,Closed,P1 (Gating),Critical,Other,,,16.2,No,172591,242,Content Security,IV,CQE Escape,,Certificate,"Problem Description -------------------- Obsering Soft hang on VI-Hawaii while following tests are run TDR2 - Standard Two Device Test Graphics (Uninterrupted when another app TDRs) TDR2 - Multiple TDR Graphics Lockout and Recovery Test (NULL Adapter) TDR2 - Multiple TDR Graphics Lockout and Recovery Test (Enumerated Adapter) TDR2 - Multiple TDR Compute Lockout and Recovery Test (NULL Adapter) TDR2 - Multiple TDR Compute Lockout and Recovery Test (Enumerated Adapter) TDR2 - Long Running Graphics Packet Expect TDR (PoliceDdi, NonInteractive) TDR2 - Long Running Graphics Packet Expect TDR (PoliceDdi) TDR2 - Long Running Graphics Packet Expect TDR (NonInteractive) TDR2 - Long Running Graphics Packet Expect TDR (Interactive) TDR2 - Long Running Graphics Packet Expect NO TDR (Interactive, PoliceDdi) TDR2 - Long Running Graphics Packet Expect NO TDR (Interactive) TDR2 - Long Running Compute Packet Expect TDR (PoliceDdi, NonInteractive) TDR2 - Long Running Compute Packet Expect TDR (PoliceDdi) TDR2 - Long Running Compute Packet Expect TDR (NonInteractive) TDR2 - Long Running Compute Packet Expect TDR (Interactive) TDR2 - Long Running Compute Packet Expect NO TDR (Interactive, PoliceDdi) TDR2 - Long Running Compute Packet Expect NO TDR (Interactive) TDR2 - Large Payload Penalty Graphics Application Test TDR2 - Large Payload Penalty Compute Application Test System Configuration --------------------- OS Version  Win10 64bit(10586 Image) HLK Version 10586 Kit ASIC        VI HAWAII ASIC ID        67B1 CPU        Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz Chipset        p9x79   Steps to reproduce ------------------ Install Win10 64bit ver.10586 Install Display Driver from location \\hydincbt03\build\1604051900\image\16.20\16.20_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the following test(s) Expected Result ---------------- Tests should pass without any issues. Actual Result ------------- Observing soft hang. Regression Details ------------------ 16.20-1604051900 - Fail 16.20-1604041900 - Pass Note: Tests are passing on SI,CI, PI Note: Log's Attached Triage Details --------------- Replaced the Pass driver(16.20-1604041900) KMD files to Fail driver(16.20-1604051900), tests are passing without any issue."
1331,SWDEV-91589,vmahalak,BSOD observed randomly during automation testing on Win7-64 OS over Stoney PX configuration,37:00.0,Closed,P1 (Gating),High,Rejected - Unable to Reproduce,,,16.2,No,172591,49838,KMD-Triage,IV,CQE Escape,,Sanity,"ASIC            : Stoney PX ( 98E4+ VI Meso (6900) ) OS               :  Win7-64 OS Driver          : ?\\amd.com\SWBLDS\DEVONLY\build\1604051900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. Install the driver from above path and run atuomation tests and BSOD is observed randomly during execution of automation test-cases. 3. Few such automation test cases are:    1. IV_AutoN_WT_KMD_L1    2. IV_Verifier_Enable    3. IV_AutoN_CN_L1 Expected Result : System should run smoothly without observing any BSOD ??Actual Result: BSOD is observed randomly during automation testing    Regression: ???1604051900 --> Fail 1604041900 --> Fail 1604031900 --> Pass dump analysis: ???on analysing the dump its pointing to the following bucket id: FAILURE_ID_HASH_STRING: km:x64_0xa_vrf_atikmdag!osservices::detectplatformtype+17d? Dump path: \\hydinlogs01\coredmp$\HY-IN-IVT5\HY-IN-IVT5-21\F2016-04-06-13#25#50#076_2674120.7z Note: attached dump file System Configuration : CPU                : AMD E2-9010 RADEON R2, 4 COMPUTE CORES 2C+2G ? Sys Mem         : 4 GB ASIC                : Stoney PX ( 98E4+ VI Meso (6900)) ?Chipset            : gardenia-st? OS                   :  Win7-64 OS (\\hydindrvcache01\Images\W764I.GHO )"
1332,SWDEV-91599,rnayak,[IV][W7_64][TONGA]DX11 Unigin Heaven Config 2 crashed observed during running by dxx CL#1245135(3/8),03:00.0,Closed,P2 (Must Solve),High,Fixed,Apr 14 2016 5:05PM,,16.2,Yes,172591,142829,DXX (DX10-DX11),IV,CQE Escape,,Performance,"Configuration ---------------------------------- 64 bit ====== CPU:AMD A10-6800K APU with Radeon(tm) HD Graphics OS : Win7-64bit ,I image Chipset    a88xm-e35--ms-7721- ASIC : VI TONGA Device ID : 6939   Build Location : \\hydincbt03\build\1604041900\image\16.20\16.20_BR230356 Steps to reproduce: ------------------------------- - Set up the above configuration - Install the above said driver - Install Unigine heaven 4.0-> Test set:  NPI_3D_Inst_Heaven4  - Run Unigine heaven DX11 config 2 through TACC or manual to observ application crashed - for Manual set the parameter - Quality = Ultra                                  tesseletion = Extreame                                  AA          = x4                                  Resolution  = 1920*1080    Expected: --------------- Unigine heaven DX11 config 2 should run properly with apropriate results Actual: ----------- Application crashed  observed during running Unigine heaven DX11 config 2 benchmark Regression: ------------------ 16.20-160317n-230356E-ATI - PASS 16.20-160404n-230356E-ATI - FAIL   Triaging -------- After swapping atidxx64.dll and atidxx32.dll file from passing build (16.20-160317n-230356E-ATI) to failling build (16.20-160404n-230356E-ATI) application crashed didn't observed   ?"
1333,SWDEV-91609,skubra,Observing BSOD in Win764bit when WDDM Primary Surface & WDD Primary Surface(WoW64) tests are run,48:00.0,Closed,P1 (Gating),Critical,Rejected - Unable to Reproduce,,,16.2,No,172591,185,Base Graphics Driver Triage,IV,CQE Escape,,Certificate,"Problem Description --------------------- observing BSOD while following tests are run on Win7 64bit  WDDM Primary Surface WDDM Primary Surface (WoW64) System Configuration ---------------------- OS Version    Win7 64bit HCK Version QFE14 ASIC             VI HAWAII CPU              AMD A4-4000 APU with Radeon(tm) HD Graphics ASIC ID        67B0 Chipset        f2a55m-ds2 Steps to reproduce ------------------ Install Win7 64bit  Install Display Driver from location \\hydincbt03\build\1604051900\image\16.20\16.20_BR230356 Install HCK client on the test machine Install HCK Studio on the local host machine Create a project in HCK Studio Queue the following test(s)    WDDM Primary Surface    WDDM Primary Surface (WoW64) Expected Result --------------- Tests should pass without any issue. Actual Result -------------- Observing BSOD Regression Details ------------------- 16.20-1604051900 - Fail 16.20-1604041900 - Pass Dumps file ----------- Dumps files are available at  \\hydinlogs01\coredmp$\HY-IN-IVT7\HY-IN-IVT7-35\F2016-04-06-20#40#16#426_55330.7z when analysed the dumps its pointing to  BUCKET_ID:  X64_0x50_atikmdag!Gfx9BltDevice::SetShRegOffset+75 Note: ----- Issue is observed on SI,CI,VI"
1334,SWDEV-91864,vmahalak,Driver uninstallation fails to remove few AMD files over Win10 OS on DGPUs,15:00.0,Closed,P2 (Must Solve),High,Fixed,Apr 18 2016 7:01AM,16.2,16.2,No,172591,2673024,Windows Install,IV,CQE Escape,,Sanity,ASIC            :  Baffin Desktop ( 67FF)? OS               :  Win10-64 OS Driver          : ?\\amd.com\SWBLDS\DEVONLY\build\1604101900\image\16.20\16.20_BR230356 ? Steps to Repro : 1. Boot into the required set-up as mentioned 2. Install the driver from above path through setup 3. Uninstall the driver from control panel and reboot the machine to notice the issue   Expected Result : All the AMD driver files should be removed after driver uninstallation ??Actual Result: Few files are left after driver uninstallation on reboot. AMD folder is still present in C:\ProgramFiles even after driver uninstallation Attached screen shot for the same   Regression: ???1604101900 --> Fail 1604071900 --> Fail 1604061900 --> Pass Observations: ???Observing the same behvaior across only Win10 configurations Issue specific to DGPUs System Configuration : CPU                : AMD FX(tm)-4100 Quad Core Processor Sys Mem         : 16330 ASIC                : Baffin Desktop ( 67FF) ?Chipset            : m5a99x-evo?? OS                   :  Win10-64 OS ( \\hydindrvcache01\images$\10586-Win10TH2-64.GHO)
